date,OREB [Time unit from - to],forecasted_load_mw,actual_load_mw,time,datetime,hour,weekday,month,Month_Name,Time_Difference,forecast_error_mw,absolute_error_mw,squared_error_mw2,absolute_percentage_error,forecast_status,year,week,weekday_number,is_weekend
2026-01-19,00:00 - 00:15,17200,17909.328,00:00,2026-01-19 00:00:00,0,Monday,1,January,,709.3280000000013,709.3280000000013,503146.2115840019,3.9606622872728745,Underforecast,2026,4,0,False
2026-01-19,00:15 - 00:30,17050,17439.41,00:15,2026-01-19 00:15:00,0,Monday,1,January,0 days 00:15:00,389.40999999999985,389.40999999999985,151640.14809999987,2.232931045258985,Underforecast,2026,4,0,False
2026-01-19,00:30 - 00:45,16900,17515.727,00:30,2026-01-19 00:30:00,0,Monday,1,January,0 days 00:15:00,615.726999999999,615.726999999999,379119.7385289987,3.5152808673028475,Underforecast,2026,4,0,False
2026-01-19,00:45 - 01:00,16800,17493.357,00:45,2026-01-19 00:45:00,0,Monday,1,January,0 days 00:15:00,693.357,693.357,480743.929449,3.9635445615155507,Underforecast,2026,4,0,False
2026-01-19,01:00 - 01:15,16700,17276.377,01:00,2026-01-19 01:00:00,1,Monday,1,January,0 days 00:15:00,576.3770000000004,576.3770000000004,332210.44612900045,3.3362145315536953,Underforecast,2026,4,0,False
2026-01-19,01:15 - 01:30,16650,17351.166,01:15,2026-01-19 01:15:00,1,Monday,1,January,0 days 00:15:00,701.1660000000011,701.1660000000011,491633.7595560015,4.04103101774256,Underforecast,2026,4,0,False
2026-01-19,01:30 - 01:45,16650,17236.246,01:30,2026-01-19 01:30:00,1,Monday,1,January,0 days 00:15:00,586.2459999999992,586.2459999999992,343684.3725159991,3.401239457826253,Underforecast,2026,4,0,False
2026-01-19,01:45 - 02:00,16650,17098.74,01:45,2026-01-19 01:45:00,1,Monday,1,January,0 days 00:15:00,448.7400000000016,448.7400000000016,201367.58760000143,2.624403903445526,Underforecast,2026,4,0,False
2026-01-19,02:00 - 02:15,16650,17018.371,02:00,2026-01-19 02:00:00,2,Monday,1,January,0 days 00:15:00,368.3709999999992,368.3709999999992,135697.1936409994,2.1645491216521204,Underforecast,2026,4,0,False
2026-01-19,02:15 - 02:30,16650,17070.008,02:15,2026-01-19 02:15:00,2,Monday,1,January,0 days 00:15:00,420.00800000000163,420.00800000000163,176406.72006400136,2.460502654714641,Underforecast,2026,4,0,False
2026-01-19,02:30 - 02:45,16650,16942.197,02:30,2026-01-19 02:30:00,2,Monday,1,January,0 days 00:15:00,292.1970000000001,292.1970000000001,85379.08680900007,1.7246700649272355,Underforecast,2026,4,0,False
2026-01-19,02:45 - 03:00,16650,17166.479,02:45,2026-01-19 02:45:00,2,Monday,1,January,0 days 00:15:00,516.4789999999994,516.4789999999994,266750.5574409993,3.008648424641998,Underforecast,2026,4,0,False
2026-01-19,03:00 - 03:15,16650,17085.908,03:00,2026-01-19 03:00:00,3,Monday,1,January,0 days 00:15:00,435.90799999999945,435.90799999999945,190015.78446399953,2.5512720775506894,Underforecast,2026,4,0,False
2026-01-19,03:15 - 03:30,16700,17246.764,03:15,2026-01-19 03:15:00,3,Monday,1,January,0 days 00:15:00,546.7639999999992,546.7639999999992,298950.8716959991,3.170241095662927,Underforecast,2026,4,0,False
2026-01-19,03:30 - 03:45,16750,17236.79,03:30,2026-01-19 03:30:00,3,Monday,1,January,0 days 00:15:00,486.7900000000009,486.7900000000009,236964.50410000086,2.8241337279157017,Underforecast,2026,4,0,False
2026-01-19,03:45 - 04:00,16900,17136.248,03:45,2026-01-19 03:45:00,3,Monday,1,January,0 days 00:15:00,236.2479999999996,236.2479999999996,55813.117503999805,1.3786448468766301,Underforecast,2026,4,0,False
2026-01-19,04:00 - 04:15,17050,17324.113,04:00,2026-01-19 04:00:00,4,Monday,1,January,0 days 00:15:00,274.1130000000012,274.1130000000012,75137.93676900065,1.5822628263854037,Underforecast,2026,4,0,False
2026-01-19,04:15 - 04:30,17200,17704.078,04:15,2026-01-19 04:15:00,4,Monday,1,January,0 days 00:15:00,504.07800000000134,504.07800000000134,254094.63008400134,2.8472423133246547,Underforecast,2026,4,0,False
2026-01-19,04:30 - 04:45,17450,17612.205,04:30,2026-01-19 04:30:00,4,Monday,1,January,0 days 00:15:00,162.20500000000175,162.20500000000175,26310.46202500057,0.9209806494984685,Underforecast,2026,4,0,False
2026-01-19,04:45 - 05:00,17750,17963.377,04:45,2026-01-19 04:45:00,4,Monday,1,January,0 days 00:15:00,213.3770000000004,213.3770000000004,45529.74412900017,1.1878445795576211,Underforecast,2026,4,0,False
2026-01-19,05:00 - 05:15,18150,18495.648,05:00,2026-01-19 05:00:00,5,Monday,1,January,0 days 00:15:00,345.64800000000105,345.64800000000105,119472.53990400072,1.868807191832376,Underforecast,2026,4,0,False
2026-01-19,05:15 - 05:30,18550,18651.145,05:15,2026-01-19 05:15:00,5,Monday,1,January,0 days 00:15:00,101.14500000000044,101.14500000000044,10230.311025000088,0.5422991457092872,Underforecast,2026,4,0,False
2026-01-19,05:30 - 05:45,19300,19280.002,05:30,2026-01-19 05:30:00,5,Monday,1,January,0 days 00:15:00,-19.997999999999593,19.997999999999593,399.9200039999837,0.10372405563028257,Overforecast,2026,4,0,False
2026-01-19,05:45 - 06:00,20150,20004.621,05:45,2026-01-19 05:45:00,5,Monday,1,January,0 days 00:15:00,-145.37900000000081,145.37900000000081,21135.05364100024,0.7267270897059275,Overforecast,2026,4,0,False
2026-01-19,06:00 - 06:15,21150,21340.482,06:00,2026-01-19 06:00:00,6,Monday,1,January,0 days 00:15:00,190.48199999999997,190.48199999999997,36283.392323999986,0.8925852752529205,Underforecast,2026,4,0,False
2026-01-19,06:15 - 06:30,22050,22083.94,06:15,2026-01-19 06:15:00,6,Monday,1,January,0 days 00:15:00,33.93999999999869,33.93999999999869,1151.9235999999112,0.15368634401288309,Underforecast,2026,4,0,False
2026-01-19,06:30 - 06:45,22800,22910.822,06:30,2026-01-19 06:30:00,6,Monday,1,January,0 days 00:15:00,110.82200000000012,110.82200000000012,12281.515684000025,0.4837102745593332,Underforecast,2026,4,0,False
2026-01-19,06:45 - 07:00,23450,23455.26,06:45,2026-01-19 06:45:00,6,Monday,1,January,0 days 00:15:00,5.259999999998399,5.259999999998399,27.66759999998316,0.02242567338839305,Underforecast,2026,4,0,False
2026-01-19,07:00 - 07:15,24150,24141.682,07:00,2026-01-19 07:00:00,7,Monday,1,January,0 days 00:15:00,-8.317999999999302,8.317999999999302,69.18912399998838,0.03445493151636784,Overforecast,2026,4,0,False
2026-01-19,07:15 - 07:30,24500,24283.854,07:15,2026-01-19 07:15:00,7,Monday,1,January,0 days 00:15:00,-216.14600000000064,216.14600000000064,46719.093316000275,0.8900811213903718,Overforecast,2026,4,0,False
2026-01-19,07:30 - 07:45,24700,24503.678,07:30,2026-01-19 07:30:00,7,Monday,1,January,0 days 00:15:00,-196.32200000000012,196.32200000000012,38542.32768400005,0.8011940085076212,Overforecast,2026,4,0,False
2026-01-19,07:45 - 08:00,24900,24734.455,07:45,2026-01-19 07:45:00,7,Monday,1,January,0 days 00:15:00,-165.54499999999825,165.54499999999825,27405.147024999424,0.6692890544788564,Overforecast,2026,4,0,False
2026-01-19,08:00 - 08:15,25300,25354.479,08:00,2026-01-19 08:00:00,8,Monday,1,January,0 days 00:15:00,54.47899999999936,54.47899999999936,2967.9614409999303,0.21486933334342764,Underforecast,2026,4,0,False
2026-01-19,08:15 - 08:30,25650,25705.26,08:15,2026-01-19 08:15:00,8,Monday,1,January,0 days 00:15:00,55.2599999999984,55.2599999999984,3053.667599999823,0.214975456385185,Underforecast,2026,4,0,False
2026-01-19,08:30 - 08:45,25850,26079.363,08:30,2026-01-19 08:30:00,8,Monday,1,January,0 days 00:15:00,229.3630000000012,229.3630000000012,52607.385769000546,0.8794808370127798,Underforecast,2026,4,0,False
2026-01-19,08:45 - 09:00,26100,26196.398,08:45,2026-01-19 08:45:00,8,Monday,1,January,0 days 00:15:00,96.39800000000105,96.39800000000105,9292.574404000203,0.3679818881969996,Underforecast,2026,4,0,False
2026-01-19,09:00 - 09:15,26250,26253.307,09:00,2026-01-19 09:00:00,9,Monday,1,January,0 days 00:15:00,3.3070000000006985,3.3070000000006985,10.93624900000462,0.012596508317983323,Underforecast,2026,4,0,False
2026-01-19,09:15 - 09:30,26400,26419.473,09:15,2026-01-19 09:15:00,9,Monday,1,January,0 days 00:15:00,19.473000000001775,19.473000000001775,379.19772900006916,0.07370699635076662,Underforecast,2026,4,0,False
2026-01-19,09:30 - 09:45,26350,26268.146,09:30,2026-01-19 09:30:00,9,Monday,1,January,0 days 00:15:00,-81.85399999999936,81.85399999999936,6700.077315999895,0.3116093537777632,Overforecast,2026,4,0,False
2026-01-19,09:45 - 10:00,26200,26150.87,09:45,2026-01-19 09:45:00,9,Monday,1,January,0 days 00:15:00,-49.13000000000102,49.13000000000102,2413.7569000001,0.1878713786577694,Overforecast,2026,4,0,False
2026-01-19,10:00 - 10:15,26100,25834.34,10:00,2026-01-19 10:00:00,10,Monday,1,January,0 days 00:15:00,-265.65999999999985,265.65999999999985,70575.23559999993,1.0283212189666926,Overforecast,2026,4,0,False
2026-01-19,10:15 - 10:30,26200,25690.725,10:15,2026-01-19 10:15:00,10,Monday,1,January,0 days 00:15:00,-509.27500000000146,509.27500000000146,259361.0256250015,1.9823301989336677,Overforecast,2026,4,0,False
2026-01-19,10:30 - 10:45,26350,25883.033,10:30,2026-01-19 10:30:00,10,Monday,1,January,0 days 00:15:00,-466.96700000000055,466.96700000000055,218058.1790890005,1.8041432779535558,Overforecast,2026,4,0,False
2026-01-19,10:45 - 11:00,26450,25727.648,10:45,2026-01-19 10:45:00,10,Monday,1,January,0 days 00:15:00,-722.351999999999,722.351999999999,521792.41190399847,2.807687667368579,Overforecast,2026,4,0,False
2026-01-19,11:00 - 11:15,26450,25628.564,11:00,2026-01-19 11:00:00,11,Monday,1,January,0 days 00:15:00,-821.4360000000015,821.4360000000015,674757.1020960024,3.205158119666797,Overforecast,2026,4,0,False
2026-01-19,11:15 - 11:30,26400,25444.738,11:15,2026-01-19 11:15:00,11,Monday,1,January,0 days 00:15:00,-955.2619999999988,955.2619999999988,912525.4886439977,3.7542614901359914,Overforecast,2026,4,0,False
2026-01-19,11:30 - 11:45,26350,25437.14,11:30,2026-01-19 11:30:00,11,Monday,1,January,0 days 00:15:00,-912.8600000000006,912.8600000000006,833313.379600001,3.588689608973338,Overforecast,2026,4,0,False
2026-01-19,11:45 - 12:00,26250,25359.71,11:45,2026-01-19 11:45:00,11,Monday,1,January,0 days 00:15:00,-890.2900000000009,890.2900000000009,792616.2841000016,3.510647400936371,Overforecast,2026,4,0,False
2026-01-19,12:00 - 12:15,26250,25221.543,12:00,2026-01-19 12:00:00,12,Monday,1,January,0 days 00:15:00,-1028.4569999999985,1028.4569999999985,1057723.800848997,4.077692629669796,Overforecast,2026,4,0,False
2026-01-19,12:15 - 12:30,26250,25304.893,12:15,2026-01-19 12:15:00,12,Monday,1,January,0 days 00:15:00,-945.107,945.107,893227.241449,3.7348784679706015,Overforecast,2026,4,0,False
2026-01-19,12:30 - 12:45,26250,25362.576,12:30,2026-01-19 12:30:00,12,Monday,1,January,0 days 00:15:00,-887.4239999999991,887.4239999999991,787521.3557759983,3.498950579783375,Overforecast,2026,4,0,False
2026-01-19,12:45 - 13:00,26200,25336.22,12:45,2026-01-19 12:45:00,12,Monday,1,January,0 days 00:15:00,-863.7799999999988,863.7799999999988,746115.888399998,3.40926941745848,Overforecast,2026,4,0,False
2026-01-19,13:00 - 13:15,26400,25495.59,13:00,2026-01-19 13:00:00,13,Monday,1,January,0 days 00:15:00,-904.4099999999999,904.4099999999999,817957.4480999997,3.547319359936365,Overforecast,2026,4,0,False
2026-01-19,13:15 - 13:30,26250,25291.484,13:15,2026-01-19 13:15:00,13,Monday,1,January,0 days 00:15:00,-958.5159999999996,958.5159999999996,918752.9222559993,3.789876465928214,Overforecast,2026,4,0,False
2026-01-19,13:30 - 13:45,25800,25353.732,13:30,2026-01-19 13:30:00,13,Monday,1,January,0 days 00:15:00,-446.26800000000003,446.26800000000003,199155.12782400002,1.7601669056058495,Overforecast,2026,4,0,False
2026-01-19,13:45 - 14:00,25250,24693.506,13:45,2026-01-19 13:45:00,13,Monday,1,January,0 days 00:15:00,-556.4939999999988,556.4939999999988,309685.57203599863,2.253604652170489,Overforecast,2026,4,0,False
2026-01-19,14:00 - 14:15,25450,25045.055,14:00,2026-01-19 14:00:00,14,Monday,1,January,0 days 00:15:00,-404.9449999999997,404.9449999999997,163980.45302499976,1.6168660839435158,Overforecast,2026,4,0,False
2026-01-19,14:15 - 14:30,25450,25124.393,14:15,2026-01-19 14:15:00,14,Monday,1,January,0 days 00:15:00,-325.60699999999997,325.60699999999997,106019.91844899998,1.2959795685412179,Overforecast,2026,4,0,False
2026-01-19,14:30 - 14:45,25450,25404.023,14:30,2026-01-19 14:30:00,14,Monday,1,January,0 days 00:15:00,-45.97699999999895,45.97699999999895,2113.8845289999035,0.1809831458584294,Overforecast,2026,4,0,False
2026-01-19,14:45 - 15:00,25250,24981.605,14:45,2026-01-19 14:45:00,14,Monday,1,January,0 days 00:15:00,-268.39500000000044,268.39500000000044,72035.87602500024,1.0743705218299644,Overforecast,2026,4,0,False
2026-01-19,15:00 - 15:15,25150,24825.57,15:00,2026-01-19 15:00:00,15,Monday,1,January,0 days 00:15:00,-324.4300000000003,324.4300000000003,105254.8249000002,1.3068380705860945,Overforecast,2026,4,0,False
2026-01-19,15:15 - 15:30,25100,24919.613,15:15,2026-01-19 15:15:00,15,Monday,1,January,0 days 00:15:00,-180.3869999999988,180.3869999999988,32539.46976899957,0.7238756075385232,Overforecast,2026,4,0,False
2026-01-19,15:30 - 15:45,25250,24873.064,15:30,2026-01-19 15:30:00,15,Monday,1,January,0 days 00:15:00,-376.9360000000015,376.9360000000015,142080.74809600113,1.5154385483027002,Overforecast,2026,4,0,False
2026-01-19,15:45 - 16:00,25350,24646.988,15:45,2026-01-19 15:45:00,15,Monday,1,January,0 days 00:15:00,-703.0119999999988,703.0119999999988,494225.87214399833,2.852324186630832,Overforecast,2026,4,0,False
2026-01-19,16:00 - 16:15,25700,24947.389,16:00,2026-01-19 16:00:00,16,Monday,1,January,0 days 00:15:00,-752.6110000000008,752.6110000000008,566423.3173210012,3.0167926591436114,Overforecast,2026,4,0,False
2026-01-19,16:15 - 16:30,26050,25151.342,16:15,2026-01-19 16:15:00,16,Monday,1,January,0 days 00:15:00,-898.6579999999994,898.6579999999994,807586.200963999,3.5730021881138567,Overforecast,2026,4,0,False
2026-01-19,16:30 - 16:45,26200,25460.342,16:30,2026-01-19 16:30:00,16,Monday,1,January,0 days 00:15:00,-739.6579999999994,739.6579999999994,547093.9569639992,2.905137723601668,Overforecast,2026,4,0,False
2026-01-19,16:45 - 17:00,26350,25573.943,16:45,2026-01-19 16:45:00,16,Monday,1,January,0 days 00:15:00,-776.0570000000007,776.0570000000007,602264.467249001,3.0345613893016057,Overforecast,2026,4,0,False
2026-01-19,17:00 - 17:15,26350,25572.518,17:00,2026-01-19 17:00:00,17,Monday,1,January,0 days 00:15:00,-777.482,777.482,604478.2603239999,3.0403028751411965,Overforecast,2026,4,0,False
2026-01-19,17:15 - 17:30,26300,25675.523,17:15,2026-01-19 17:15:00,17,Monday,1,January,0 days 00:15:00,-624.476999999999,624.476999999999,389971.5235289987,2.4321880415055186,Overforecast,2026,4,0,False
2026-01-19,17:30 - 17:45,26200,25637.33,17:30,2026-01-19 17:30:00,17,Monday,1,January,0 days 00:15:00,-562.6699999999983,562.6699999999983,316597.52889999805,2.1947293263377983,Overforecast,2026,4,0,False
2026-01-19,17:45 - 18:00,25900,25265.902,17:45,2026-01-19 17:45:00,17,Monday,1,January,0 days 00:15:00,-634.0980000000018,634.0980000000018,402080.27360400226,2.5096986444418325,Overforecast,2026,4,0,False
2026-01-19,18:00 - 18:15,25750,25341.105,18:00,2026-01-19 18:00:00,18,Monday,1,January,0 days 00:15:00,-408.89500000000044,408.89500000000044,167195.12102500035,1.6135642072435297,Overforecast,2026,4,0,False
2026-01-19,18:15 - 18:30,25850,25427.174,18:15,2026-01-19 18:15:00,18,Monday,1,January,0 days 00:15:00,-422.82600000000093,422.82600000000093,178781.8262760008,1.662890260632192,Overforecast,2026,4,0,False
2026-01-19,18:30 - 18:45,25850,25400.514,18:30,2026-01-19 18:30:00,18,Monday,1,January,0 days 00:15:00,-449.4860000000008,449.4860000000008,202037.6641960007,1.7695941113632614,Overforecast,2026,4,0,False
2026-01-19,18:45 - 19:00,25800,25389.111,18:45,2026-01-19 18:45:00,18,Monday,1,January,0 days 00:15:00,-410.8889999999992,410.8889999999992,168829.77032099935,1.61836702356376,Overforecast,2026,4,0,False
2026-01-19,19:00 - 19:15,25800,25358.514,19:00,2026-01-19 19:00:00,19,Monday,1,January,0 days 00:15:00,-441.4860000000008,441.4860000000008,194909.88819600068,1.7409774090074868,Overforecast,2026,4,0,False
2026-01-19,19:15 - 19:30,25800,25334.594,19:15,2026-01-19 19:15:00,19,Monday,1,January,0 days 00:15:00,-465.40599999999904,465.40599999999904,216602.7448359991,1.8370375305797242,Overforecast,2026,4,0,False
2026-01-19,19:30 - 19:45,25750,25268.598,19:30,2026-01-19 19:30:00,19,Monday,1,January,0 days 00:15:00,-481.4019999999982,481.4019999999982,231747.8856039983,1.9051393353916912,Overforecast,2026,4,0,False
2026-01-19,19:45 - 20:00,25600,24998.602,19:45,2026-01-19 19:45:00,19,Monday,1,January,0 days 00:15:00,-601.398000000001,601.398000000001,361679.5544040013,2.4057265282274627,Overforecast,2026,4,0,False
2026-01-19,20:00 - 20:15,25450,24933.264,20:00,2026-01-19 20:00:00,20,Monday,1,January,0 days 00:15:00,-516.7360000000008,516.7360000000008,267016.0936960008,2.0724763512711406,Overforecast,2026,4,0,False
2026-01-19,20:15 - 20:30,25250,24784.453,20:15,2026-01-19 20:15:00,20,Monday,1,January,0 days 00:15:00,-465.54699999999866,465.54699999999866,216734.00920899876,1.8783831944969642,Overforecast,2026,4,0,False
2026-01-19,20:30 - 20:45,24950,24569.594,20:30,2026-01-19 20:30:00,20,Monday,1,January,0 days 00:15:00,-380.40599999999904,380.40599999999904,144708.72483599928,1.5482795523605275,Overforecast,2026,4,0,False
2026-01-19,20:45 - 21:00,24600,24132.623,20:45,2026-01-19 20:45:00,20,Monday,1,January,0 days 00:15:00,-467.3770000000004,467.3770000000004,218441.26012900038,1.9367020319341184,Overforecast,2026,4,0,False
2026-01-19,21:00 - 21:15,24150,23637.17,21:00,2026-01-19 21:00:00,21,Monday,1,January,0 days 00:15:00,-512.8300000000017,512.8300000000017,262994.6089000018,2.169591368171409,Overforecast,2026,4,0,False
2026-01-19,21:15 - 21:30,23650,23317.049,21:15,2026-01-19 21:15:00,21,Monday,1,January,0 days 00:15:00,-332.95100000000093,332.95100000000093,110856.36840100063,1.4279294090774564,Overforecast,2026,4,0,False
2026-01-19,21:30 - 21:45,23100,22734.885,21:30,2026-01-19 21:30:00,21,Monday,1,January,0 days 00:15:00,-365.1150000000016,365.1150000000016,133308.96322500118,1.6059680970455827,Overforecast,2026,4,0,False
2026-01-19,21:45 - 22:00,22600,21898.283,21:45,2026-01-19 21:45:00,21,Monday,1,January,0 days 00:15:00,-701.7170000000006,701.7170000000006,492406.74808900076,3.2044384484390878,Overforecast,2026,4,0,False
2026-01-19,22:00 - 22:15,22450,22041.781,22:00,2026-01-19 22:00:00,22,Monday,1,January,0 days 00:15:00,-408.21900000000096,408.21900000000096,166642.7519610008,1.8520236636050462,Overforecast,2026,4,0,False
2026-01-19,22:15 - 22:30,22200,21802.193,22:15,2026-01-19 22:15:00,22,Monday,1,January,0 days 00:15:00,-397.8070000000007,397.8070000000007,158250.40924900054,1.8246192022976802,Overforecast,2026,4,0,False
2026-01-19,22:30 - 22:45,21950,21475.91,22:30,2026-01-19 22:30:00,22,Monday,1,January,0 days 00:15:00,-474.09000000000015,474.09000000000015,224761.32810000013,2.2075432426379145,Overforecast,2026,4,0,False
2026-01-19,22:45 - 23:00,21550,20886.02,22:45,2026-01-19 22:45:00,22,Monday,1,January,0 days 00:15:00,-663.9799999999996,663.9799999999996,440869.44039999944,3.179064273614597,Overforecast,2026,4,0,False
2026-01-19,23:00 - 23:15,21150,20612.15,23:00,2026-01-19 23:00:00,23,Monday,1,January,0 days 00:15:00,-537.8499999999985,537.8499999999985,289282.6224999984,2.60938330062608,Overforecast,2026,4,0,False
2026-01-19,23:15 - 23:30,20700,20168.107,23:15,2026-01-19 23:15:00,23,Monday,1,January,0 days 00:15:00,-531.893,531.893,282910.16344900004,2.637297590696043,Overforecast,2026,4,0,False
2026-01-19,23:30 - 23:45,20400,19982.963,23:30,2026-01-19 23:30:00,23,Monday,1,January,0 days 00:15:00,-417.03700000000026,417.03700000000026,173919.85936900022,2.0869627792434997,Overforecast,2026,4,0,False
2026-01-19,23:45 - 24:00,20100,19637.594,23:45,2026-01-19 23:45:00,23,Monday,1,January,0 days 00:15:00,-462.40599999999904,462.40599999999904,213819.3088359991,2.3546978311090405,Overforecast,2026,4,0,False
2026-01-20,00:00 - 00:15,20050,19645.463,00:00,2026-01-20 00:00:00,0,Tuesday,1,January,0 days 00:15:00,-404.53700000000026,404.53700000000026,163650.1843690002,2.059187915296271,Overforecast,2026,4,1,False
2026-01-20,00:15 - 00:30,19800,19263.66,00:15,2026-01-20 00:15:00,0,Tuesday,1,January,0 days 00:15:00,-536.3400000000001,536.3400000000001,287660.5956000002,2.7842061165946665,Overforecast,2026,4,1,False
2026-01-20,00:30 - 00:45,19650,19315.557,00:30,2026-01-20 00:30:00,0,Tuesday,1,January,0 days 00:15:00,-334.4429999999993,334.4429999999993,111852.12024899953,1.7314696128100229,Overforecast,2026,4,1,False
2026-01-20,00:45 - 01:00,19450,18994.436,00:45,2026-01-20 00:45:00,0,Tuesday,1,January,0 days 00:15:00,-455.5639999999985,455.5639999999985,207538.55809599863,2.39840761789399,Overforecast,2026,4,1,False
2026-01-20,01:00 - 01:15,19300,18975.01,01:00,2026-01-20 01:00:00,1,Tuesday,1,January,0 days 00:15:00,-324.9900000000016,324.9900000000016,105618.50010000104,1.7127263701046884,Overforecast,2026,4,1,False
2026-01-20,01:15 - 01:30,19200,18709.652,01:15,2026-01-20 01:15:00,1,Tuesday,1,January,0 days 00:15:00,-490.3480000000018,490.3480000000018,240441.16110400175,2.6208290779539984,Overforecast,2026,4,1,False
2026-01-20,01:30 - 01:45,19050,18865.77,01:30,2026-01-20 01:30:00,1,Tuesday,1,January,0 days 00:15:00,-184.22999999999956,184.22999999999956,33940.69289999984,0.9765305100189368,Overforecast,2026,4,1,False
2026-01-20,01:45 - 02:00,18950,18589.666,01:45,2026-01-20 01:45:00,1,Tuesday,1,January,0 days 00:15:00,-360.3339999999989,360.3339999999989,129840.59155599923,1.9383565040921065,Overforecast,2026,4,1,False
2026-01-20,02:00 - 02:15,18900,18617.148,02:00,2026-01-20 02:00:00,2,Tuesday,1,January,0 days 00:15:00,-282.85199999999895,282.85199999999895,80005.2539039994,1.5193089725665765,Overforecast,2026,4,1,False
2026-01-20,02:15 - 02:30,18900,18670.182,02:15,2026-01-20 02:15:00,2,Tuesday,1,January,0 days 00:15:00,-229.8179999999993,229.8179999999993,52816.31312399968,1.2309360455082832,Overforecast,2026,4,1,False
2026-01-20,02:30 - 02:45,18900,18716.002,02:30,2026-01-20 02:30:00,2,Tuesday,1,January,0 days 00:15:00,-183.9979999999996,183.9979999999996,33855.26400399985,0.9831052593390381,Overforecast,2026,4,1,False
2026-01-20,02:45 - 03:00,18900,18761.805,02:45,2026-01-20 02:45:00,2,Tuesday,1,January,0 days 00:15:00,-138.1949999999997,138.1949999999997,19097.85802499992,0.7365762515919961,Overforecast,2026,4,1,False
2026-01-20,03:00 - 03:15,18950,18674.713,03:00,2026-01-20 03:00:00,3,Tuesday,1,January,0 days 00:15:00,-275.28700000000026,275.28700000000026,75782.93236900015,1.4741163625914908,Overforecast,2026,4,1,False
2026-01-20,03:15 - 03:30,19000,18777.613,03:15,2026-01-20 03:15:00,3,Tuesday,1,January,0 days 00:15:00,-222.3869999999988,222.3869999999988,49455.977768999466,1.184319860037582,Overforecast,2026,4,1,False
2026-01-20,03:30 - 03:45,19000,18690.06,03:30,2026-01-20 03:30:00,3,Tuesday,1,January,0 days 00:15:00,-309.9399999999987,309.9399999999987,96062.80359999918,1.6583146335538712,Overforecast,2026,4,1,False
2026-01-20,03:45 - 04:00,19050,18855.98,03:45,2026-01-20 03:45:00,3,Tuesday,1,January,0 days 00:15:00,-194.02000000000044,194.02000000000044,37643.76040000017,1.028957391766434,Overforecast,2026,4,1,False
2026-01-20,04:00 - 04:15,19250,18968.307,04:00,2026-01-20 04:00:00,4,Tuesday,1,January,0 days 00:15:00,-281.6929999999993,281.6929999999993,79350.94624899961,1.485071914957931,Overforecast,2026,4,1,False
2026-01-20,04:15 - 04:30,19400,19090.434,04:15,2026-01-20 04:15:00,4,Tuesday,1,January,0 days 00:15:00,-309.5659999999989,309.5659999999989,95831.10835599931,1.6215765445667651,Overforecast,2026,4,1,False
2026-01-20,04:30 - 04:45,19500,19434.441,04:30,2026-01-20 04:30:00,4,Tuesday,1,January,0 days 00:15:00,-65.5590000000011,65.5590000000011,4297.982481000145,0.3373341173023763,Overforecast,2026,4,1,False
2026-01-20,04:45 - 05:00,19700,19632.387,04:45,2026-01-20 04:45:00,4,Tuesday,1,January,0 days 00:15:00,-67.6130000000012,67.6130000000012,4571.517769000161,0.34439520777581045,Overforecast,2026,4,1,False
2026-01-20,05:00 - 05:15,20150,19766.19,05:00,2026-01-20 05:00:00,5,Tuesday,1,January,0 days 00:15:00,-383.8100000000013,383.8100000000013,147310.116100001,1.9417500287106486,Overforecast,2026,4,1,False
2026-01-20,05:15 - 05:30,20350,20266.836,05:15,2026-01-20 05:15:00,5,Tuesday,1,January,0 days 00:15:00,-83.16400000000067,83.16400000000067,6916.250896000111,0.4103452556679329,Overforecast,2026,4,1,False
2026-01-20,05:30 - 05:45,20700,20713.621,05:30,2026-01-20 05:30:00,5,Tuesday,1,January,0 days 00:15:00,13.620999999999185,13.620999999999185,185.5316409999778,0.06575866189691887,Underforecast,2026,4,1,False
2026-01-20,05:45 - 06:00,21450,21284.744,05:45,2026-01-20 05:45:00,5,Tuesday,1,January,0 days 00:15:00,-165.25600000000122,165.25600000000122,27309.545536000405,0.7764058614000771,Overforecast,2026,4,1,False
2026-01-20,06:00 - 06:15,22800,22585.082,06:00,2026-01-20 06:00:00,6,Tuesday,1,January,0 days 00:15:00,-214.91800000000148,214.91800000000148,46189.74672400064,0.951592737188209,Overforecast,2026,4,1,False
2026-01-20,06:15 - 06:30,23500,23126.52,06:15,2026-01-20 06:15:00,6,Tuesday,1,January,0 days 00:15:00,-373.47999999999956,373.47999999999956,139487.31039999967,1.614942498914664,Overforecast,2026,4,1,False
2026-01-20,06:30 - 06:45,24150,23637.492,06:30,2026-01-20 06:30:00,6,Tuesday,1,January,0 days 00:15:00,-512.5080000000016,512.5080000000016,262664.45006400166,2.1681995704112844,Overforecast,2026,4,1,False
2026-01-20,06:45 - 07:00,24900,24294.38,06:45,2026-01-20 06:45:00,6,Tuesday,1,January,0 days 00:15:00,-605.619999999999,605.619999999999,366775.58439999877,2.492839907830531,Overforecast,2026,4,1,False
2026-01-20,07:00 - 07:15,25400,24699.578,07:00,2026-01-20 07:00:00,7,Tuesday,1,January,0 days 00:15:00,-700.4219999999987,700.4219999999987,490590.97808399814,2.835765048293532,Overforecast,2026,4,1,False
